Player;Federation;Opponent;Stage;Matchday;Match Number;Minutes Played;Game Started;Substitute;Goals;Man of the Match;Date of Birth;Boot Brand;Boot Type;Boot Colour;Boot Version;Notes;ID Opta;Opta Position;Squad Number;Match Length;Exact Time
Mikautadze, Georges;Georgia;Czechia;Group Stage;2;24;88;1;0;1;0;2000-10-31;Nike;Mercurial Superfly IX Elite;Sail/Racer Blue;New;;499209;Forward;22;101;94
Mekvabishvili, Anzor;Georgia;Czechia;Group Stage;2;24;90;1;0;0;0;2001-06-05;Nike;Mercurial Vapor XV Elite;Lemonade/Black;New;;507365;Midfielder;20;101;101
Davitashvili, Zuriko;Georgia;Czechia;Group Stage;2;24;62;1;0;0;0;2001-02-15;Nike;Mercurial Vapor XV Elite;Lemonade/Black;New;;449017;Forward;9;101;68
Lobjanidze, Saba;Georgia;Czechia;Group Stage;2;24;8;0;1;0;0;1994-12-18;adidas;F50+;White/Solar Red/Lucid Blue;New;Laceless;196239;Midfielder;23;101;14
Sevcík, Petr;Czechia;Georgia;Group Stage;2;24;9;0;1;0;0;1994-05-04;adidas;Copa Pure 2;Ftwr White/Lucid Blue/Solar Red;New;;225441;Midfielder;8;101;15
Barák, Antonín;Czechia;Georgia;Group Stage;2;24;9;0;1;0;0;1994-12-03;Pantofola d'Oro;Superleggera 2.0;White/Black/Gold;New;Customised the boot;218784;Midfielder;7;101;15
Coufal, Vladimír;Czechia;Georgia;Group Stage;2;24;90;1;0;0;0;1992-08-22;Puma;Future 7 Ultimate;Puma White/Puma Black/Poison Pink;New;;164555;Midfielder;5;101;101
Matej Jurásek;Czechia;Georgia;Group Stage;2;24;35;0;1;0;0;2003-08-30;Puma;King Ultimate;Sun Stream/Puma Black/Sunset Glow;New;;492890;Midfielder;26;101;41
Hranác, Robin;Czechia;Georgia;Group Stage;2;24;90;1;0;0;0;2000-01-29;Nike;Tiempo Legend X Elite;Lemonade/Black/Metallic Gold Coin;New;;465953;Defender;4;101;101
Lingr, Ondrej;Czechia;Georgia;Group Stage;2;24;35;0;1;0;0;1998-10-07;Nike;Phantom GX II Elite;White/Black/Metallic Gold Coin;New;;195726;Midfielder;20;101;41
Holes, Tomás;Czechia;Georgia;Group Stage;2;24;90;1;0;0;0;1993-03-31;Puma;Future 7 Ultimate;Sunset Glow/Puma Black/Sun Stream;New;Shoe lace removed;122689;Defender;3;101;101
Krejcí, Ladislav;Czechia;Georgia;Group Stage;2;24;90;1;0;0;0;1999-04-20;Nike;Tiempo Legend X Elite;White/White/White;New;;431248;Defender;18;101;101
Chytil, Mojmír;Czechia;Georgia;Group Stage;2;24;22;0;1;0;0;1999-04-29;Puma;Future 7 Ultimate;Sunset Glow/Puma Black/Sun Stream;New;;472175;Forward;13;101;28
Schick, Patrik;Czechia;Georgia;Group Stage;2;24;68;1;0;1;0;1996-01-24;Puma;Ultra Ultimate;Sun Stream/Puma Black/Sunset Glow;New;;196680;Forward;10;101;74
Cerny, Václav;Czechia;Georgia;Group Stage;2;24;55;1;0;0;0;1997-10-17;Puma;Ultra Ultimate;Sun Stream/Puma Black/Sunset Glow;New;;181928;Forward;17;101;61
Provod, Lukás;Czechia;Georgia;Group Stage;2;24;81;1;0;0;0;1996-10-23;Nike;Mercurial Vapor XV Elite;Lemonade/Black;New;;486374;Midfielder;14;101;87
Stanek, Jindrich;Czechia;Georgia;Group Stage;2;24;90;1;0;0;0;1996-04-27;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;Laceless;179100;Goalkeeper;1;101;101
Hlozek, Adam;Czechia;Georgia;Group Stage;2;24;55;1;0;0;0;2002-07-25;Nike;Mercurial Superfly IX Elite;Pink Foam/Black;New;;467008;Forward;9;101;61
Soucek, Tomás;Czechia;Georgia;Group Stage;2;24;90;1;0;0;0;1995-02-27;adidas;X Crazyfast.1;Solar Red/White/Team Solar Yellow;New;;215439;Midfielder;22;101;101
David Jurásek;Czechia;Georgia;Group Stage;2;24;81;1;0;0;0;2000-08-07;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;511057;Midfielder;15;101;87
Embolo, Breel;Switzerland;Germany;Group Stage;3;25;65;1;0;0;0;1997-02-14;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;181007;Forward;7;97;67
Rodríguez, Ricardo;Switzerland;Germany;Group Stage;3;25;90;1;0;0;0;1992-08-25;Nike;Tiempo Legend X Elite;Pink Foam/Black;New;;69305;Defender;13;97;97
Vargas, Rubén;Switzerland;Germany;Group Stage;3;25;25;0;1;0;0;1998-08-05;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;Laceless;429534;Midfielder;17;97;30
Rieder, Fabian;Switzerland;Germany;Group Stage;3;25;65;1;0;0;0;2002-02-16;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;449787;Forward;26;97;67
Ndoye, Dan;Switzerland;Germany;Group Stage;3;25;65;1;0;1;0;2000-10-25;Nike;Mercurial Vapor XIV Elite;Grey/Blackened Blue;New;;456512;Forward;19;97;67
Amdouni, Zeki;Switzerland;Germany;Group Stage;3;25;25;0;1;0;0;2000-12-04;Nike;Phantom GX II Elite;Sunset Pulse/Black;New;;492831;Forward;25;97;30
Akanji, Manuel;Switzerland;Germany;Group Stage;3;25;90;1;0;0;0;1995-07-19;Puma;Future 7 Ultimate;Sunset Glow/Puma Black/Sun Stream;New;;211975;Defender;5;97;97
Schär, Fabian;Switzerland;Germany;Group Stage;3;25;90;1;0;0;0;1991-12-20;Puma;Ultra Play;Sun Stream/Puma Black/Sunset Glow;New;;119471;Defender;22;97;97
Aebischer, Michel;Switzerland;Germany;Group Stage;3;25;90;1;0;0;0;1997-01-06;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;;235865;Midfielder;20;97;97
Xhaka, Granit;Switzerland;Germany;Group Stage;3;25;90;1;0;0;1;1992-09-27;Puma;Future 7 Ultimate;Sunset Glow/Puma Black/Sun Stream;New;;84450;Midfielder;10;97;97
Duah, Kwadwo;Switzerland;Germany;Group Stage;3;25;25;0;1;0;0;1997-02-24;Nike;Mercurial Vapor XV Elite;Lemonade/Black;New;;207553;Forward;18;97;30
Sommer, Yann;Switzerland;Germany;Group Stage;3;25;90;1;0;0;0;1988-12-17;Puma;Future 7 Ultimate;Sunset Glow/Puma Black/Sun Stream;New;;34683;Goalkeeper;1;97;97
Widmer, Silvan;Switzerland;Germany;Group Stage;3;25;90;1;0;0;0;1993-03-05;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;;120781;Midfielder;3;97;97
Freuler, Remo;Switzerland;Germany;Group Stage;3;25;90;1;0;0;0;1992-04-15;Nike;Phantom GX II Elite;Sunset Pulse/Black;New;;89076;Midfielder;8;97;97
Andrich, Robert;Germany;Switzerland;Group Stage;3;25;65;1;0;0;0;1994-09-22;Puma;Ultra Ultimate;Sun Stream/Puma Black/Sunset Glow;New;;147488;Midfielder;23;97;67
Tah, Jonathan;Germany;Switzerland;Group Stage;3;25;61;1;0;0;0;1996-02-11;adidas;Copa Pure 2;Ftwr White/Lucid Blue/Solar Red;New;;164454;Defender;4;97;63
Schlotterbeck, Nico;Germany;Switzerland;Group Stage;3;25;29;0;1;0;0;1999-12-01;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;470836;Defender;15;97;34
Mittelstädt, Maximilian;Germany;Switzerland;Group Stage;3;25;61;1;0;0;0;1997-03-18;Nike;Mercurial Vapor XV Elite;Lemonade/Black;New;;204335;Defender;18;97;63
Havertz, Kai;Germany;Switzerland;Group Stage;3;25;90;1;0;0;0;1999-06-11;Puma;Future 7 Ultimate;Sunset Glow/Puma Black/Sun Stream;New;;219847;Forward;7;97;97
Raum, David;Germany;Switzerland;Group Stage;3;25;29;0;1;0;0;1998-04-22;Nike;Mercurial Superfly IX Elite;Pink Foam/Black;New;;243309;Defender;3;97;34
Füllkrug, Niclas;Germany;Switzerland;Group Stage;3;25;14;0;1;1;0;1993-02-09;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;91889;Forward;9;97;19
Neuer, Manuel;Germany;Switzerland;Group Stage;3;25;90;1;0;0;0;1986-03-27;adidas;Copa Pure 2;Ftwr White/Lucid Blue/Solar Red;New;;20388;Goalkeeper;1;97;97
Beier, Maximilian;Germany;Switzerland;Group Stage;3;25;25;0;1;0;0;2002-10-17;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;;465859;Forward;14;97;30
Musiala, Jamal;Germany;Switzerland;Group Stage;3;25;76;1;0;0;0;2003-02-26;Nike;Tiempo Legend X Elite;Pink Foam/Black;New;;244857;Midfielder;10;97;78
Kroos, Toni;Germany;Switzerland;Group Stage;3;25;90;1;0;0;0;1990-01-04;adidas;adiPure 11Pro;Cloud White/Core Black/Gold Metallic;New;;44989;Midfielder;8;97;97
Sané, Leroy;Germany;Switzerland;Group Stage;3;25;14;0;1;0;0;1996-01-11;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;182156;Forward;19;97;19
Kimmich, Joshua;Germany;Switzerland;Group Stage;3;25;90;1;0;0;0;1995-02-08;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;165687;Defender;6;97;97
Wirtz, Florian;Germany;Switzerland;Group Stage;3;25;76;1;0;0;0;2003-05-03;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;494595;Midfielder;17;97;78
Rüdiger, Antonio;Germany;Switzerland;Group Stage;3;25;90;1;0;0;0;1993-03-03;Under Armour;Clone Magnetico Elite 3.0;Black;New;Customised the boot;102380;Defender;2;97;97
Gündogan, Ilkay;Germany;Switzerland;Group Stage;3;25;90;1;0;0;0;1990-10-24;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;;59859;Midfielder;21;97;97
Hendry, Jack;Scotland;Hungary;Group Stage;3;26;90;1;0;0;0;1995-05-07;Nike;Phantom GX II Elite;Sunset Pulse/Black;New;;194203;Defender;13;103;103
Gilmour, Billy;Scotland;Hungary;Group Stage;3;26;83;1;0;0;0;2001-06-11;adidas;Predator Elite Tongue;Lucid Blue/Ftwr White/Solar Red;New;;243568;Midfielder;14;103;84
Gunn, Angus;Scotland;Hungary;Group Stage;3;26;90;1;0;0;0;1996-01-22;Puma;Ultra Ultimate;Sun Stream/Puma Black/Sunset Glow;New;;107265;Goalkeeper;1;103;103
McLean, Kenny;Scotland;Hungary;Group Stage;3;26;7;0;1;0;0;1992-01-08;adidas;Copa Pure 2;Ftwr White/Lucid Blue/Solar Red;New;;78607;Midfielder;23;103;19
Robertson, Andy;Scotland;Hungary;Group Stage;3;26;89;1;0;0;0;1994-03-11;Nike;Phantom GX II Elite;Sunset Pulse/Black;New;;122798;Midfielder;3;103;90
Armstrong, Stuart;Scotland;Hungary;Group Stage;3;26;14;0;1;0;0;1992-03-30;adidas;Copa Pure .1;White/Core Black/Lucid Lemon;New;;91047;Midfielder;17;103;26
Adams, Ché;Scotland;Hungary;Group Stage;3;26;76;1;0;0;0;1996-07-13;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;200439;Forward;10;103;77
McGregor, Callum;Scotland;Hungary;Group Stage;3;26;90;1;0;0;0;1993-06-14;Nike;Tiempo Legend X Elite;White/Black/Bright Crimson;New;;107695;Midfielder;8;103;103
Ralston, Anthony;Scotland;Hungary;Group Stage;3;26;83;1;0;0;0;1998-11-16;adidas;X Crazyfast.1;Team Solar Yellow/Core Black/White;New;;215372;Midfielder;2;103;84
McTominay, Scott;Scotland;Hungary;Group Stage;3;26;90;1;0;0;0;1996-12-08;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;195851;Forward;4;103;103
McKenna, Scott;Scotland;Hungary;Group Stage;3;26;90;1;0;0;0;1996-11-12;adidas;Predator Elite;Team Solar Yellow/Core Black/Solar Red;New;;168281;Defender;26;103;103
Christie, Ryan;Scotland;Hungary;Group Stage;3;26;7;0;1;0;0;1995-02-22;adidas;Copa Pure 2;Ftwr White/Lucid Blue/Solar Red;New;;158499;Midfielder;11;103;19
Hanley, Grant;Scotland;Hungary;Group Stage;3;26;90;1;0;0;0;1991-11-20;Nike;Tiempo Legend X Elite;Lemonade/Black/Metallic Gold Coin;New;;83428;Defender;5;103;103
Shankland, Lawrence;Scotland;Hungary;Group Stage;3;26;14;0;1;0;0;1995-08-10;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;;116084;Forward;9;103;26
Morgan, Lewis;Scotland;Hungary;Group Stage;3;26;1;0;1;0;0;1996-09-30;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;168499;Midfielder;18;103;14
McGinn, John;Scotland;Hungary;Group Stage;3;26;76;1;0;0;0;1994-10-18;Nike;Phantom GX II Elite;Sunset Pulse/Black;New;;122806;Forward;7;103;77
Bolla, Bendegúz;Hungary;Scotland;Group Stage;3;26;86;1;0;0;0;1999-11-22;Puma;Future 7 Ultimate;Sunset Glow/Puma Black/Sun Stream;New;;431960;Midfielder;14;103;87
Ádám Nagy;Hungary;Scotland;Group Stage;3;26;29;0;1;0;0;1995-06-17;Mizuno;Morelia Neo IV;White/Radiant Red/Hot Coral;New;;199104;Midfielder;8;103;41
Botka, Endre;Hungary;Scotland;Group Stage;3;26;90;1;0;0;0;1994-08-25;Puma;King Ultimate;Sun Stream/Puma Black/Sunset Glow;New;;167085;Defender;21;103;103
Varga, Barnabás;Hungary;Scotland;Group Stage;3;26;74;1;0;0;0;1994-10-25;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;240804;Forward;19;103;75
Sallai, Roland;Hungary;Scotland;Group Stage;3;26;90;1;0;0;1;1997-05-22;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;197109;Forward;20;103;103
Styles, Callum;Hungary;Scotland;Group Stage;3;26;61;1;0;0;0;2000-03-27;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;;226878;Midfielder;17;103;62
Gulácsi, Péter;Hungary;Scotland;Group Stage;3;26;90;1;0;0;0;1990-05-06;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;;46506;Goalkeeper;1;103;103
Orbán, Willi;Hungary;Scotland;Group Stage;3;26;90;1;0;0;0;1992-11-03;Nike;Tiempo Legend X Elite;Lemonade/Black/Metallic Gold Coin;New;;101601;Defender;6;103;103
Szalai, Attila;Hungary;Scotland;Group Stage;3;26;16;0;1;0;0;1998-01-20;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;;227096;Defender;4;103;28
Dárdai, Márton;Hungary;Scotland;Group Stage;3;26;74;1;0;0;0;2002-02-12;Nike;Mercurial Superfly IX Elite;Lemonade/Black;New;;470300;Defender;24;103;75
Ádám, Martin;Hungary;Scotland;Group Stage;3;26;16;0;1;0;0;1994-11-06;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;Laceless;218722;Forward;9;103;28
Kerkez, Milos;Hungary;Scotland;Group Stage;3;26;86;1;0;0;0;2003-11-07;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;544877;Midfielder;11;103;87
Schäfer, András;Hungary;Scotland;Group Stage;3;26;90;1;0;0;0;1999-04-13;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;457734;Midfielder;13;103;103
Zsolt Nagy;Hungary;Scotland;Group Stage;3;26;4;0;1;0;0;1993-05-25;adidas;X Crazyfast+;Solar Red/White/Team Solar Yellow;New;;196842;Defender;18;103;16
Csoboth, Kevin;Hungary;Scotland;Group Stage;3;26;4;0;1;1;0;2000-06-20;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;437962;Forward;23;103;16
Szoboszlai, Dominik;Hungary;Scotland;Group Stage;3;26;90;1;0;0;0;2000-10-25;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;424876;Forward;10;103;103
Strakosha, Thomas;Albania;Spain;Group Stage;3;27;90;1;0;0;0;1995-03-19;Nike;Mercurial Vapor XV Elite;White/Bright Crimson/Black;New;;140200;Goalkeeper;23;96;96
Ramadani, Ylber;Albania;Spain;Group Stage;3;27;90;1;0;0;0;1996-04-12;adidas;X Crazyfast.1;Bright Royal/White/Solar Red;New;;227386;Midfielder;20;96;96
Medon Berisha;Albania;Spain;Group Stage;3;27;20;0;1;0;0;2003-10-21;Nike;Phantom GX II Elite;Sunset Pulse/Black;New;;550922;Midfielder;16;96;25
Djimsiti, Berat;Albania;Spain;Group Stage;3;27;90;1;0;0;0;1993-02-19;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;;96645;Defender;6;96;96
Mitaj, Mario;Albania;Spain;Group Stage;3;27;90;1;0;0;0;2003-08-06;Nike;Mercurial Vapor XV Elite;Yellow Strike/Sunset Glow/Doll;New;;474900;Defender;3;96;96
Laçi, Qazim;Albania;Spain;Group Stage;3;27;70;1;0;0;0;1996-01-19;Nike;Tiempo Legend X Elite;Pink Foam/Black;New;;214282;Midfielder;14;96;71
Broja, Armando;Albania;Spain;Group Stage;3;27;31;0;1;0;0;2001-09-10;Puma;Ultra Ultimate;Sun Stream/Puma Black/Sunset Glow;New;;440323;Forward;11;96;37
Manaj, Rey;Albania;Spain;Group Stage;3;27;59;1;0;0;0;1997-02-24;Nike;Phantom GX II Elite;White/Black/Metallic Gold Coin;New;;194827;Forward;7;96;60
Balliu, Iván;Albania;Spain;Group Stage;3;27;90;1;0;0;0;1992-01-01;Munich;Mundial 2.0;White;New;;97624;Defender;2;96;96
Muçi, Ernest;Albania;Spain;Group Stage;3;27;9;0;1;0;0;2001-03-19;Nike;Mercurial Vapor XV Elite;Lemonade/Black;New;;462764;Midfielder;17;96;14
Asllani, Kristjan;Albania;Spain;Group Stage;3;27;90;1;0;0;0;2002-03-09;adidas;Predator Elite Tongue;Lucid Blue/Ftwr White/Solar Red;New;;517997;Midfielder;21;96;96
Ajeti, Arlind;Albania;Spain;Group Stage;3;27;90;1;0;0;0;1993-09-25;Mizuno;Morelia Neo IV;Safety Yellow/Fiery Coral/Safety Yellow;New;;97341;Defender;5;96;96
Bajrami, Nedim;Albania;Spain;Group Stage;3;27;70;1;0;0;0;1999-02-28;Nike;Hypervenom Phinish II;Volt/Black/Hyper Turquoise/Clear Jade;Old;;204674;Midfielder;10;96;71
Hoxha, Arbër;Albania;Spain;Group Stage;3;27;20;0;1;0;0;1998-10-06;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;227533;Forward;26;96;25
Asani, Jasir;Albania;Spain;Group Stage;3;27;81;1;0;0;0;1995-05-19;Puma;Ultra Ultimate;Electric Peppermint/Puma White/Fast Yellow;New;Customised the boot. Switched to Puma Ultra Ultimate (Electric Peppermint/Puma White/Fast Yellow) after HT;175893;Midfielder;9;96;82
Oyarzabal, Mikel;Spain;Albania;Group Stage;3;27;62;1;0;0;0;1997-04-21;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;219000;Midfielder;21;96;63
Laporte, Aymeric;Spain;Albania;Group Stage;3;27;45;1;0;0;0;1994-05-27;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;;146941;Defender;14;96;46
Torres, Ferran;Spain;Albania;Group Stage;3;27;71;1;0;1;1;2000-02-29;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;Laceless;224444;Midfielder;11;96;72
Joselu;Spain;Albania;Group Stage;3;27;72;1;0;0;0;1990-03-27;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;Laceless;61316;Forward;9;96;73
López, Fermín;Spain;Albania;Group Stage;3;27;28;0;1;0;0;2003-05-11;Under Armour;Shadow Elite 2.0;Ivory Dune/Brownstone/Anthracite;New;;551086;Midfielder;25;96;34
Grimaldo, Álex;Spain;Albania;Group Stage;3;27;90;1;0;0;0;1995-09-20;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;106004;Defender;12;96;96
Navas, Jesús;Spain;Albania;Group Stage;3;27;90;1;0;0;0;1985-11-21;Nike;Mercurial Vapor XV Elite;Lemonade/Black;New;;17740;Defender;22;96;96
Olmo, Dani;Spain;Albania;Group Stage;3;27;84;1;0;0;0;1998-05-07;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;179370;Midfielder;10;96;85
Le Normand, Robin;Spain;Albania;Group Stage;3;27;45;0;1;0;0;1996-11-11;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;Laceless;224919;Defender;3;96;50
Raya, David;Spain;Albania;Group Stage;3;27;90;1;0;0;0;1995-09-15;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;154561;Goalkeeper;1;96;96
Vivian, Dani;Spain;Albania;Group Stage;3;27;90;1;0;0;0;1999-07-05;adidas;Copa Pure 2;Ftwr White/Lucid Blue/Solar Red;New;;437554;Defender;5;96;96
Lamine Yamal;Spain;Albania;Group Stage;3;27;19;0;1;0;0;2007-07-13;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;Laceless;593109;Forward;19;96;24
Merino, Mikel;Spain;Albania;Group Stage;3;27;90;1;0;0;0;1996-06-22;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;Laceless;195384;Midfielder;6;96;96
Morata, Álvaro;Spain;Albania;Group Stage;3;27;18;0;1;0;0;1992-10-23;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;88482;Forward;7;96;24
Baena, Álex;Spain;Albania;Group Stage;3;27;6;0;1;0;0;2001-07-20;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;248501;Midfielder;15;96;11
Zubimendi, Martín;Spain;Albania;Group Stage;3;27;90;1;0;0;0;1999-02-02;adidas;Copa Pure 2+;Ftwr White/Lucid Blue/Solar Red;New;;481655;Midfielder;18;96;96
Budimir, Ante;Croatia;Italy;Group Stage;3;28;45;0;1;0;0;1991-07-22;Puma;Future 7 Ultimate;Sunset Glow/Puma Black/Sun Stream;New;;94273;Forward;16;100;55
Brozovic, Marcelo;Croatia;Italy;Group Stage;3;28;90;1;0;0;0;1992-11-16;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;94425;Midfielder;11;100;100
Mario Pasalic;Croatia;Italy;Group Stage;3;28;45;1;0;0;0;1995-02-09;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;Laceless;164570;Forward;15;100;46
Pongracic, Marin;Croatia;Italy;Group Stage;3;28;90;1;0;0;0;1997-09-11;adidas;Copa Pure 2;Ftwr White/Lucid Blue/Solar Red;New;;421634;Defender;3;100;100
Sutalo, Josip;Croatia;Italy;Group Stage;3;28;90;1;0;0;0;2000-02-28;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;240992;Defender;6;100;100
Sucic, Luka;Croatia;Italy;Group Stage;3;28;70;1;0;0;0;2002-09-08;Nike;Mercurial Vapor XV Elite;Lemonade/Black;New;;464166;Forward;25;100;71
Livakovic, Dominik;Croatia;Italy;Group Stage;3;28;90;1;0;0;0;1995-01-09;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;198534;Goalkeeper;1;100;100
Juranovic, Josip;Croatia;Italy;Group Stage;3;28;1;0;1;0;0;1995-08-16;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;Laceless;210791;Defender;22;100;10
Stanisic, Josip;Croatia;Italy;Group Stage;3;28;90;1;0;0;0;2000-04-02;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;437921;Defender;2;100;100
Gvardiol, Josko;Croatia;Italy;Group Stage;3;28;90;1;0;0;0;2002-01-23;adidas;Copa Pure 2+;Ftwr White/Lucid Blue/Solar Red;New;;477424;Defender;4;100;100
Perisic, Ivan;Croatia;Italy;Group Stage;3;28;20;0;1;0;0;1989-02-02;Puma;Future 7 Ultimate;Sunset Glow/Puma Black/Sun Stream;New;;45034;Midfielder;14;100;30
Majer, Lovro;Croatia;Italy;Group Stage;3;28;10;0;1;0;0;1998-01-17;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;229046;Midfielder;7;100;20
Modric, Luka;Croatia;Italy;Group Stage;3;28;80;1;0;1;1;1985-09-09;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;37055;Midfielder;10;100;81
Ivanusec, Luka;Croatia;Italy;Group Stage;3;28;20;0;1;0;0;1998-11-26;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;218378;Midfielder;18;100;30
Kovacic, Mateo;Croatia;Italy;Group Stage;3;28;70;1;0;0;0;1994-05-06;Puma;King Ultimate;Sun Stream/Puma Black/Sunset Glow;New;;91651;Midfielder;8;100;71
Kramaric, Andrej;Croatia;Italy;Group Stage;3;28;89;1;0;0;0;1991-06-19;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;68582;Forward;9;100;91
Chiesa, Federico;Italy;Croatia;Group Stage;3;28;33;0;1;0;0;1997-10-25;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;223541;Forward;14;100;43
Bastoni, Alessandro;Italy;Croatia;Group Stage;3;28;90;1;0;0;0;1999-04-13;Puma;Future 7 Ultimate;Puma White/Puma Black/Poison Pink;New;;215977;Defender;23;100;100
Pellegrini, Lorenzo;Italy;Croatia;Group Stage;3;28;45;1;0;0;0;1996-06-19;Nike;Phantom GX II Elite;Sunset Pulse/Black;New;;184441;Midfielder;10;100;46
Fagioli, Nicolò;Italy;Croatia;Group Stage;3;28;9;0;1;0;0;2001-02-12;adidas;X Crazyfast.1;Bright Royal/White/Solar Red;New;;226270;Midfielder;21;100;19
Raspadori, Giacomo;Italy;Croatia;Group Stage;3;28;75;1;0;0;0;2000-02-18;adidas;Predator Elite Tongue;Lucid Blue/Ftwr White/Solar Red;New;;446969;Forward;11;100;76
Darmian, Matteo;Italy;Croatia;Group Stage;3;28;81;1;0;0;0;1989-12-02;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;;40002;Defender;13;100;82
Frattesi, Davide;Italy;Croatia;Group Stage;3;28;45;0;1;0;0;1999-09-22;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;235453;Midfielder;7;100;55
Dimarco, Federico;Italy;Croatia;Group Stage;3;28;57;1;0;0;0;1997-11-10;adidas;Predator Elite;Team Solar Yellow/Core Black/Solar Red;New;Laceless;161919;Midfielder;3;100;58
Scamacca, Gianluca;Italy;Croatia;Group Stage;3;28;15;0;1;0;0;1999-01-01;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;195899;Forward;9;100;25
Donnarumma, Gianluigi;Italy;Croatia;Group Stage;3;28;90;1;0;0;0;1999-02-25;adidas;Predator Elite Tongue;Lucid Blue/Ftwr White/Solar Red;New;;204936;Goalkeeper;1;100;100
Barella, Nicolò;Italy;Croatia;Group Stage;3;28;90;1;0;0;0;1997-02-07;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;171384;Midfielder;18;100;100
Calafiori, Riccardo;Italy;Croatia;Group Stage;3;28;90;1;0;0;0;2002-05-19;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;;466075;Defender;5;100;100
Di Lorenzo, Giovanni;Italy;Croatia;Group Stage;3;28;90;1;0;0;0;1993-08-04;Puma;Future Ultimate;Sedate Gray/Asphalt/Yellow Blaze;New;;93661;Midfielder;2;100;100
Retegui, Mateo;Italy;Croatia;Group Stage;3;28;90;1;0;0;0;1999-04-29;adidas;X Crazyfast+;Bright Royal/White/Solar Red;New;;441463;Forward;19;100;100
Zaccagni, Mattia;Italy;Croatia;Group Stage;3;28;9;0;1;1;0;1995-06-16;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;;157008;Midfielder;20;100;19
